Time_offload,Time_process,Time_reply,Time_e2e
11.63,408.01,2.56,422.20
1.76,53.25,1.57,56.59
1.57,53.75,1.86,57.19
1.59,54.40,1.71,57.71
1.59,54.12,1.72,57.43
1.60,53.92,1.75,57.27
1.62,54.04,1.74,57.40
1.59,53.20,1.78,56.57
1.56,53.56,1.09,56.21
1.58,52.94,1.74,56.27
1.57,53.81,1.09,56.48
1.64,54.12,1.65,57.41
1.59,53.09,1.69,56.38
1.61,52.74,1.64,55.99
1.63,56.82,1.60,60.05
1.59,52.96,1.70,56.24
1.57,53.26,1.76,56.58
1.63,54.09,1.78,57.50
1.58,53.17,1.70,56.45
1.58,52.90,1.77,56.26
