gpu_model,task,model_size,batch_size,image_size,time_type,value
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8s,12,320,ave_time,0.0012765238255572817
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8s,12,320,batch_time,0.015318285906687379
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8s,12,640,ave_time,0.0032604771918461973
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8s,12,640,batch_time,0.039125726302154364
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8s,12,1088,ave_time,0.008266642559707786
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8s,12,1088,batch_time,0.09919971071649343
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8s,16,320,ave_time,0.0012070423632394522
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8s,16,320,batch_time,0.019312677811831234
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8s,16,640,ave_time,0.003189083955658134
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8s,16,640,batch_time,0.05102534329053014
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8s,16,1088,ave_time,0.007987714218324981
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8s,16,1088,batch_time,0.1278034274931997
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8s,20,320,ave_time,0.0012334462255239487
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8s,20,320,batch_time,0.024668924510478973
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8s,20,640,ave_time,0.0031465288798790425
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8s,20,640,batch_time,0.06293057759758085
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8s,20,1088,ave_time,0.007922140459995716
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8s,20,1088,batch_time,0.15844280919991433
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,1,320,ave_time,0.004275671602226794
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,1,320,batch_time,0.004275671602226794
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,1,640,ave_time,0.007806314690969885
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,1,640,batch_time,0.007806314690969885
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,1,1088,ave_time,0.016340094292536377
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,1,1088,batch_time,0.016340094292536377
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,2,320,ave_time,0.003166920703370124
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,2,320,batch_time,0.006333841406740248
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,2,640,ave_time,0.006407137250062078
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,2,640,batch_time,0.012814274500124156
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,2,1088,ave_time,0.016301842406392097
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,2,1088,batch_time,0.032603684812784195
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,4,320,ave_time,0.0023294698272366076
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,4,320,batch_time,0.00931787930894643
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,4,640,ave_time,0.005916875327238813
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,4,640,batch_time,0.02366750130895525
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,4,1088,ave_time,0.014670447172829882
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,4,1088,batch_time,0.05868178869131953
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,8,320,ave_time,0.0020351903862319888
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,8,320,batch_time,0.01628152308985591
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,8,640,ave_time,0.0057680189871462065
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,8,640,batch_time,0.04614415189716965
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,8,1088,ave_time,0.014349302736809478
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,8,1088,batch_time,0.11479442189447582
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,12,320,ave_time,0.00199687290781488
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,12,320,batch_time,0.023962474893778563
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,12,640,ave_time,0.005639987099372471
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,12,640,batch_time,0.06767984519246965
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,12,1088,ave_time,0.014892905265636122
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,12,1088,batch_time,0.17871486318763347
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,16,320,ave_time,0.0019359957062988543
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,16,320,batch_time,0.03097593130078167
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,16,640,ave_time,0.005676195675914641
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,16,640,batch_time,0.09081913081463426
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,16,1088,ave_time,0.014652627911709714
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,16,1088,batch_time,0.23444204658735543
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,20,320,ave_time,0.0019194490602239967
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,20,320,batch_time,0.038388981204479936
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,20,640,ave_time,0.005437539999838918
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,20,640,batch_time,0.10875079999677836
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,20,1088,ave_time,0.01533481008489616
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8m,20,1088,batch_time,0.3066962016979232
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,1,320,ave_time,0.005395265086553991
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,1,320,batch_time,0.005395265086553991
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,1,640,ave_time,0.010457040509209037
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,1,640,batch_time,0.010457040509209037
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,1,1088,ave_time,0.025762488413602114
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,1,1088,batch_time,0.025762488413602114
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,2,320,ave_time,0.00413337794598192
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,2,320,batch_time,0.00826675589196384
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,2,640,ave_time,0.009247757052071393
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,2,640,batch_time,0.018495514104142786
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,2,1088,ave_time,0.02441064940067008
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,2,1088,batch_time,0.04882129880134016
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,4,320,ave_time,0.002871302200946957
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,4,320,batch_time,0.011485208803787828
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,4,640,ave_time,0.008406921802088619
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,4,640,batch_time,0.033627687208354476
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,4,1088,ave_time,0.022406031348509714
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,4,1088,batch_time,0.08962412539403886
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,8,320,ave_time,0.0026453507103724404
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,8,320,batch_time,0.021162805682979523
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,8,640,ave_time,0.008176443001138978
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,8,640,batch_time,0.06541154400911182
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,8,1088,ave_time,0.02160833563830238
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,8,1088,batch_time,0.17286668510641903
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,12,320,ave_time,0.0027243620172763866
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,12,320,batch_time,0.032692344207316634
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,12,640,ave_time,0.007962272518003981
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,12,640,batch_time,0.09554727021604777
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,12,1088,ave_time,0.021484727100081123
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,12,1088,batch_time,0.25781672520097343
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,16,320,ave_time,0.0026237082376610486
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,16,320,batch_time,0.04197933180257678
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,16,640,ave_time,0.007930424613005017
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,16,640,batch_time,0.12688679380808027
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,16,1088,ave_time,0.021594430100230967
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,16,1088,batch_time,0.3455108816036955
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,20,320,ave_time,0.002606644680490717
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,20,320,batch_time,0.052132893609814344
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,20,640,ave_time,0.007851156535325572
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,20,640,batch_time,0.15702313070651144
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,20,1088,ave_time,0.021549207415664566
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8l,20,1088,batch_time,0.43098414831329135
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,1,320,ave_time,0.007244923687539995
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,1,320,batch_time,0.007244923687539995
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,1,640,ave_time,0.016655121208168568
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,1,640,batch_time,0.016655121208168568
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,1,1088,ave_time,0.04001822909340262
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,1,1088,batch_time,0.04001822909340262
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,2,320,ave_time,0.0054011448519304395
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,2,320,batch_time,0.010802289703860879
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,2,640,ave_time,0.014359413157217204
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,2,640,batch_time,0.02871882631443441
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,2,1088,ave_time,0.03805628984700889
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,2,1088,batch_time,0.07611257969401777
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,4,320,ave_time,0.00456999815069139
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,4,320,batch_time,0.01827999260276556
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,4,640,ave_time,0.013951905950671062
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,4,640,batch_time,0.055807623802684246
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,4,1088,ave_time,0.038350347202504055
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,4,1088,batch_time,0.15340138881001622
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,8,320,ave_time,0.00416579011362046
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,8,320,batch_time,0.03332632090896368
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,8,640,ave_time,0.013538816972868517
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,8,640,batch_time,0.10831053578294814
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,8,1088,ave_time,0.037367930464097296
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,8,1088,batch_time,0.29894344371277837
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,12,320,ave_time,0.004332517566702639
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,12,320,batch_time,0.05199021080043167
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,12,640,ave_time,0.013081795243003094
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,12,640,batch_time,0.15698154291603714
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,12,1088,ave_time,0.033898668549954894
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,12,1088,batch_time,0.4067840225994587
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,16,320,ave_time,0.004040977219119668
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,16,320,batch_time,0.06465563550591469
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,16,640,ave_time,0.012407939018157777
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,16,640,batch_time,0.19852702429052443
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,16,1088,ave_time,0.03424044827552279
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,16,1088,batch_time,0.5478471724083647
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,20,320,ave_time,0.0039729878900106996
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,20,320,batch_time,0.079459757800214
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,20,640,ave_time,0.012230976504506543
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,20,640,batch_time,0.24461953009013088
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,20,1088,ave_time,0.03449210859020241
NVIDIA GeForce RTX 3090 Ti,-seg.pt,yolov8x,20,1088,batch_time,0.6898421718040482
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,1,320,ave_time,0.0027455230010673404
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,1,320,batch_time,0.0027455230010673404
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,1,640,ave_time,0.003393346699886024
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,1,640,batch_time,0.003393346699886024
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,1,1088,ave_time,0.005216830084100366
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,1,1088,batch_time,0.005216830084100366
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,2,320,ave_time,0.0017327205394394695
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,2,320,batch_time,0.003465441078878939
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,2,640,ave_time,0.002459446946159005
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,2,640,batch_time,0.00491889389231801
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,2,1088,ave_time,0.00496332225156948
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,2,1088,batch_time,0.00992664450313896
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,4,320,ave_time,0.0012316504493355752
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,4,320,batch_time,0.004926601797342301
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,4,640,ave_time,0.0021012723038438706
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,4,640,batch_time,0.008405089215375482
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,4,1088,ave_time,0.005029714573174715
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,4,1088,batch_time,0.02011885829269886
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,8,320,ave_time,0.000879228362464346
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,8,320,batch_time,0.007033826899714768
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,8,640,ave_time,0.001922319337609224
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,8,640,batch_time,0.015378554700873792
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,8,1088,ave_time,0.004664042050717398
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,8,1088,batch_time,0.03731233640573919
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,12,320,ave_time,0.0008456951337090382
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,12,320,batch_time,0.010148341604508459
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,12,640,ave_time,0.0018805947174162913
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,12,640,batch_time,0.022567136608995498
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,12,1088,ave_time,0.0044821333586393544
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,12,1088,batch_time,0.05378560030367226
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,16,320,ave_time,0.0007913875379017554
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,16,320,batch_time,0.012662200606428087
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,16,640,ave_time,0.0019078041004831903
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,16,640,batch_time,0.030524865607731044
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,16,1088,ave_time,0.004776628938270733
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,16,1088,batch_time,0.07642606301233172
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,20,320,ave_time,0.0008844011952169239
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,20,320,batch_time,0.01768802390433848
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,20,640,ave_time,0.0018648115254472943
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,20,640,batch_time,0.037296230508945885
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,20,1088,ave_time,0.004796341905603185
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8n,20,1088,batch_time,0.0959268381120637
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,1,320,ave_time,0.003343408601358533
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,1,320,batch_time,0.003343408601358533
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,1,640,ave_time,0.004163141991011798
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,1,640,batch_time,0.004163141991011798
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,1,1088,ave_time,0.007952786888927222
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,1,1088,batch_time,0.007952786888927222
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,2,320,ave_time,0.0020034114946611225
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,2,320,batch_time,0.004006822989322245
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,2,640,ave_time,0.0033295057946816087
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,2,640,batch_time,0.006659011589363217
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,2,1088,ave_time,0.007563389744609595
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,2,1088,batch_time,0.01512677948921919
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,4,320,ave_time,0.001366427750326693
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,4,320,batch_time,0.005465711001306772
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,4,640,ave_time,0.002919288497650996
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,4,640,batch_time,0.011677153990603983
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,4,1088,ave_time,0.007144866976886988
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,4,1088,batch_time,0.02857946790754795
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,8,320,ave_time,0.001332000974798575
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,8,320,batch_time,0.0106560077983886
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,8,640,ave_time,0.002799727988895029
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,8,640,batch_time,0.02239782391116023
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,8,1088,ave_time,0.0067928245611255985
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,8,1088,batch_time,0.05434259648900479
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,12,320,ave_time,0.0010731465590652078
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,12,320,batch_time,0.012877758708782494
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,12,640,ave_time,0.0027532561235905934
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,12,640,batch_time,0.03303907348308712
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,12,1088,ave_time,0.006669745883361127
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,12,1088,batch_time,0.08003695060033351
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,16,320,ave_time,0.0010691634495742619
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,16,320,batch_time,0.01710661519318819
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,16,640,ave_time,0.002709612931357697
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,16,640,batch_time,0.04335380690172315
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,16,1088,ave_time,0.006850681587820873
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,16,1088,batch_time,0.10961090540513396
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,20,320,ave_time,0.001027347354684025
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,20,320,batch_time,0.0205469470936805
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,20,640,ave_time,0.0026324365800246595
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,20,640,batch_time,0.052648731600493194
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,20,1088,ave_time,0.006804616914596409
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8s,20,1088,batch_time,0.13609233829192818
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,1,320,ave_time,0.003917333716526627
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,1,320,batch_time,0.003917333716526627
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,1,640,ave_time,0.008412865991704165
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,1,640,batch_time,0.008412865991704165
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,1,1088,ave_time,0.014164972491562367
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,1,1088,batch_time,0.014164972491562367
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,2,320,ave_time,0.002842883951961994
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,2,320,batch_time,0.005685767903923988
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,2,640,ave_time,0.005438657500781119
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,2,640,batch_time,0.010877315001562238
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,2,1088,ave_time,0.013498783553950488
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,2,1088,batch_time,0.026997567107900976
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,4,320,ave_time,0.0020131053461227566
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,4,320,batch_time,0.008052421384491026
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,4,640,ave_time,0.0049992332002148036
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,4,640,batch_time,0.019996932800859214
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,4,1088,ave_time,0.01235139132477343
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,4,1088,batch_time,0.04940556529909372
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,8,320,ave_time,0.0017136016016593204
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,8,320,batch_time,0.013708812813274563
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,8,640,ave_time,0.0048260094481520355
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,8,640,batch_time,0.038608075585216284
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,8,1088,ave_time,0.011988383624702692
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,8,1088,batch_time,0.09590706899762154
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,12,320,ave_time,0.0016658954652181517
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,12,320,batch_time,0.01999074558261782
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,12,640,ave_time,0.004694186793252205
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,12,640,batch_time,0.05633024151902646
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,12,1088,ave_time,0.01198885045790424
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,12,1088,batch_time,0.14386620549485088
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,16,320,ave_time,0.001589830531156622
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,16,320,batch_time,0.02543728849850595
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,16,640,ave_time,0.00470778898888966
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,16,640,batch_time,0.07532462382223457
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,16,1088,ave_time,0.012107199519232382
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,16,1088,batch_time,0.1937151923077181
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,20,320,ave_time,0.0015606842294801026
NVIDIA GeForce RTX 3090 Ti,-pose.pt,yolov8m,20,320,batch_time,0.031213684589602053
