Model Name,Batch Size,Total Preprocessing Time (ms),Average Preprocessing Time (ms),Total Inference Time (ms),Average Inference Time (ms),Average Time per Sample (ms),Average Time per Batch (ms),mono_total
microsoft/swinv2-base-patch4-window8-256,1,0.041961669921875,6.993611653645833e-05,9520.463466644287,15.867439111073812,15.867509047190348,15.867509047190348,0.012850046157836914
microsoft/swinv2-base-patch4-window8-256,2,0.049114227294921875,4.092852274576823e-05,8133.420944213867,6.77785078684489,6.777891715367635,13.55578343073527,0.013423442840576172
microsoft/swinv2-base-patch4-window8-256,4,0.04601478576660156,1.9172827402750652e-05,11404.208660125732,4.751753608385722,4.751772781213124,19.007091124852497,0.018847227096557617
microsoft/swinv2-base-patch4-window8-256,6,0.05316734313964844,1.4768706427680123e-05,15559.738397598267,4.322149554888408,4.322164323594835,25.93298594156901,0.025913000106811523
microsoft/swinv2-base-patch4-window8-256,8,0.04792213439941406,9.98377799987793e-06,20305.89485168457,4.230394760767619,4.230404744545619,33.84323795636495,0.03379178047180176
microsoft/swinv2-base-patch4-window8-256,12,0.04553794860839844,6.324715084499782e-06,28668.426513671875,3.981725904676649,3.9817322293917337,47.780786752700806,0.047704219818115234
microsoft/swinv2-base-patch4-window8-256,16,0.04696846008300781,4.8925479253133135e-06,37175.548791885376,3.8724529991547265,3.872457891702652,61.95932626724243,0.061806440353393555
